"LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6"
218255.524176335,2,1,2,28,0,-1,-1,1,-1,-1,36429.7441373074,158945.767460122,41665.0481432123,2508.94156367272,27814.8990512328,30484.0418009346,116.052661552718,2651.74933014759,4883.80686384363,1840.16369738504,2872.4783603198,2334.67925651392
218077.552235411,2,2,1,51,-1,0,1,2,-1,0,96249.4449520023,122914.367074229,53455.9684076267,13337.3563907879,36155.2825287703,17042.121412741,7685.52251087094,3537.65697936134,8203.19908750173,2973.93937722907,18577.454098676,21126.2519298811
592950.131286752,2,1,1,40,-1,0,0,0,1,0,179693.437144761,259992.040896313,188759.675022907,322433.953422986,245597.244750239,174655.831254781,64604.5198962913,5797.92544150451,35564.0740908089,42759.2615547219,7059.5371540316,1665.80838985663
170885.557631912,2,3,1,46,2,3,3,0,0,-1,139998.088730958,66582.4625068166,175168.502476145,95466.4375578061,4123.33130766927,64100.4986988672,19111.3592150928,263.204053639826,3499.10324193901,6504.89670944612,16562.7720905497,14538.4082001506
141865.193386448,1,3,2,38,1,1,1,1,0,0,146442.514124603,135071.878010073,20568.321956622,18631.5541561353,19444.1272996627,12891.0781990771,21221.3013637494,23081.678295505,38.2971518616712,10879.9964477116,14959.2758475932,11415.1934103227
235588.251414526,2,3,2,42,1,-1,-1,0,0,-1,115280.430260523,155935.234929395,36162.4692771501,134351.394732604,50308.0468448598,13483.5265435739,4494.38613164633,15425.0003896507,4098.47146808305,635.081204277988,12604.3437897644,5069.93443953742
269751.901518357,1,1,2,39,0,1,0,0,0,1,84523.2640945658,141663.160959609,157183.920503244,103576.842914751,153437.648868965,88748.057319976,3379.28990828143,26592.7814166469,20005.057678321,10207.0024073432,13079.1726520128,18625.3759068321
603.041422452778,1,1,1,36,0,0,0,0,2,1,30436.5474946861,16355.6236133651,93864.325630072,25055.5697236918,86605.829087793,32741.4593275761,8086.85363285865,24270.3088203921,6347.45519057651,5330.32046643998,3623.44778403069,2390.87711112139
390875.489876449,2,2,2,26,1,0,1,1,-1,-1,345905.878938674,297933.262602105,332845.242249228,381753.010353411,278345.563640016,350995.993059248,12199.7291295457,1257.08853592327,15234.3628605572,5393.30564524106,20668.282455099,4011.90722232959
177524.652410596,2,3,2,31,0,-1,-1,-1,-1,-1,121597.614976238,72171.5569538069,39179.1176097716,6668.79427952031,23038.6699758351,11887.4187731916,29117.4149530949,35091.7524252103,10800.8509015684,11530.2137614127,11290.5980995272,5111.59357945067
182597.015560775,1,2,1,49,0,0,0,-1,0,-1,474.240414543892,77103.5638071407,42120.5451435202,24509.0777510659,17931.0650149038,63669.127953293,3685.46851790723,15333.7814796894,57341.5780845899,1671.22877751072,5005.76977524292,1726.56931745348
296755.971594769,2,2,1,35,-1,-1,-1,-1,-1,0,63038.5767259913,53936.1244958916,13899.4016554984,12653.9759972653,25111.6180270556,20200.0715950876,1604.62217676201,67757.158521725,7608.90882036379,121496.311244594,19298.5309781226,18293.752862966
577474.820132488,2,2,2,23,1,1,-1,-1,-1,-1,438676.882263513,12755.7753486941,11989.7185732963,90696.2917387337,5288.87549135234,323852.59623559,176.83324424873,1184.70462058308,711.987817478156,2976.63443444533,335891.027048194,18805.2306916963
62225.5542134047,1,2,2,21,-1,0,0,1,1,-1,109995.90882977,84430.1875689412,12653.7224476013,44386.7872073723,125353.763412734,58941.2657226634,3092.68232213008,9424.83906513861,6200.94420568082,22261.0154384975,4214.91237904271,16201.1840454349
277239.699372618,1,2,1,49,-1,-1,-1,-1,-1,-1,1021.14532811304,18909.0772076395,35212.6275049303,80337.2719827862,71913.4204197582,13281.0266834487,652.248525992509,23414.922864853,37735.1299071327,29069.2504440009,21888.9608658668,9645.57140281354
314.368697591417,1,2,3,30,-1,1,-1,0,1,1,68337.4287489294,96000.8406263747,114919.105043475,97569.2342810845,58024.7386977479,35084.8034590996,3517.36797332802,3982.1086911053,17650.899893488,7109.36063016249,12224.5462590987,90738.4208017293
540421.160554816,2,1,2,38,-1,-1,0,0,1,0,57628.9654450976,61105.352510997,121463.110102521,8421.98986051919,73855.9180926321,11482.8434363061,10919.6679431307,3015.18528664759,2638.31560322788,7083.77440360584,10164.1782279246,11631.8028679352
94509.8647344339,1,2,2,57,0,-1,0,0,1,-1,2113.27819663975,30980.5796268584,23536.6145804482,66704.9640888322,28631.6934441039,66013.5825690943,5090.88957542074,9363.60513623836,1340.16591676068,5642.84906842203,5160.72917178041,1767.86786634423
193055.02558124,2,2,2,34,-1,0,-1,-1,-1,0,25959.352567673,44929.5855529435,44757.6172078394,63723.9746363189,15959.7799257705,57835.067189342,5096.82247865427,1512.996758191,17912.2249650175,5406.96448922787,2586.48863105599,14656.9447819622
151180.935530819,2,2,2,38,0,0,1,-1,0,1,47818.0335858836,22209.1518350394,12121.6149207416,73273.3954213386,76118.25480419,93255.1499082719,23342.0447277797,12519.1705370703,24357.6966485475,11044.4815143413,3322.27947894619,2289.83171337635
600.578383196611,1,3,1,32,1,0,0,2,-1,0,84797.116126615,97553.6894389559,15974.1439812976,69200.0836464832,72096.4468153156,162001.913947922,3266.86067958571,3576.35089725231,15418.4949182229,2657.11344705476,11345.2504122953,21295.436300241
22146.6560521188,2,1,2,33,1,0,0,0,0,0,41501.2580929193,30539.9600603899,27947.4564413198,44464.6034218373,22120.6090229751,40285.4211442748,15771.6788853865,17322.9352996479,482.128738809399,8018.23783511229,5012.5565054969,30634.9454280939
270793.802414362,1,1,1,56,0,0,1,1,-1,-1,73361.7655145457,91084.1759489126,15580.2263844153,31600.6657230399,34022.2967869765,6399.96202349516,4847.94820787855,5489.37980776088,8683.03207397622,15760.2931214049,12912.5482954043,5366.87578504895
17809.590970924,1,3,1,53,0,-1,-1,-1,0,1,52056.5841338338,56222.6503318763,10507.8979725726,548.557587734351,23866.5148470683,61937.9250092854,15796.4961698605,3725.64481534073,22153.2705467681,12590.1561323981,8924.88088639778,1934.11839517331
231820.325167766,1,1,2,25,-1,-1,-1,-1,-1,-1,17660.4586486782,3474.44167229916,46518.1019206516,78033.3585726599,40719.4888326071,14379.988000819,1039.88032126424,18644.2786125453,14218.0565556849,781.884904305916,4067.86604028742,7775.92317204383
208598.221288539,1,2,2,42,0,1,1,0,0,-1,94817.5903605095,50841.5796072551,78751.522701491,76539.7065038161,90354.0331121731,107688.838071869,4995.60010902031,7950.87075178457,16445.6666904749,373.65425426216,10989.8577917938,8915.47788724677
49757.9601935107,2,2,1,40,0,1,0,-1,-1,-1,75641.3819354684,70330.6386292982,26749.461354943,29440.1148265928,31648.1292900815,48313.2254112291,7611.61700112529,9550.15931895178,21025.7913947204,5577.00682215171,2672.99924270512,17658.1061067865
83543.6656765371,2,1,1,21,0,3,1,-1,4,0,122786.943473306,3727.06533964148,21016.1524555664,57252.7497308997,23431.7823892031,16094.6857209626,8779.70839721318,3377.99975597537,1453.65070239239,19922.4151419868,179.359896590675,448.543178406622
72556.7709518202,1,1,1,55,2,0,1,1,0,3,102782.64441427,12029.977636566,66512.2253231991,131772.225717176,53451.8816313902,43753.8975378985,8737.7086543294,26953.4716902706,1850.12619606203,7493.4382564919,12320.9689973907,4773.93089940442
214034.69451591,2,1,1,46,1,0,0,0,0,1,132893.089216642,105185.642120657,129965.429856499,101297.030452003,43739.9096126417,127748.99794815,5833.22823424754,13622.7808103846,12707.7256693198,7591.51417875417,1634.3399555606,17337.7743791009
271858.926389275,1,2,1,47,0,-1,0,1,0,-1,261210.907150886,234357.631643786,283316.818561128,276223.964721207,204784.599140284,75810.114975704,4246.89767900387,23536.5892396515,6012.61035121635,21462.7363853185,15372.4365900099,4721.08747429272
77781.5667469157,2,2,1,53,0,1,2,2,1,-1,28045.5628216737,8142.30955084694,26542.1821111822,40330.9948756978,7516.08853036151,34686.0539587867,1788.5433872286,746.368674148299,11285.7593987169,5744.01545017005,20264.5859370676,983.09167418689
122561.91379982,2,1,3,27,-1,-1,-1,-1,-1,-1,55572.1444689329,49797.5483735058,86813.3024553554,36741.0104665736,10980.1052680803,43298.2997621379,17023.1470650136,7814.84552717279,11416.5261293573,19633.5213691922,4847.68909907294,19044.2080554844
199613.101922462,1,1,2,32,2,3,-1,-1,2,3,32415.7774651478,7567.62298734648,122274.436342091,57537.2519090935,119648.222559972,114398.176637332,1216.95953101795,12460.7407316614,16567.8095150095,6832.74427900051,2477.5597923133,4467.0070296946
113237.666398517,1,1,2,21,-1,-1,0,-1,0,1,29592.3935685931,62409.6754542695,72959.4255347554,118058.418507769,13506.6733853833,12108.1905517473,18016.554407268,14618.3240848906,4444.85202035121,16125.2565599585,10400.8367977748,7199.51166385854
139111.402597876,2,2,1,36,1,1,4,3,2,3,85186.6762023018,102856.730888644,162595.110453219,86864.1778428602,76684.1354185517,151933.132910318,2734.26036025256,10968.2391300538,7971.47672682139,17536.4376195958,2860.81872536224,383.047740638134
564033.084598406,2,2,2,32,0,-1,-1,0,1,-1,4265.53372775349,15859.1825796833,10367.396617428,5975.90468156257,10232.2395218816,2435.70472423174,3973.93338999517,16966.2513050965,51442.0203809016,2760.80787759297,15066.6860711311,7860.76351881025
175350.522521985,1,3,1,31,1,1,0,-1,-1,-1,88151.657446914,10550.5659969923,59116.0500522486,35206.7116830491,19044.1472474963,13032.1372636612,1712.57114024501,3891.76807839672,16287.7380534674,3508.93860594002,7717.40930738661,7412.15203278905
229043.712228243,2,1,1,32,-1,-1,-1,-1,-1,-1,35748.1616847233,55911.4528304627,17272.2648404339,39030.3003151045,45400.5993870546,3288.69050634671,1705.94445464944,1074.60928653225,7578.05191143864,3434.06293465624,4657.18265841708,9775.32189412402
43555.3586813641,1,2,2,40,3,-1,-1,0,1,-1,33469.9707695521,80811.5528685547,102184.246200911,118114.769023763,34098.8057690922,84780.9136519358,10588.1374798844,1338.56193843194,185.92984838679,1791.91298887859,6475.29838259545,2819.53117996572
107155.192552369,1,2,1,26,1,3,3,-1,-1,0,75957.9815582533,12439.8819854577,23435.5819127561,6888.5147812849,12921.9636118751,7161.32218179818,7624.9178808743,6897.05434479597,8382.51514842311,19184.1936668572,12864.6962593465,7331.58866848308
18610.8587727843,1,3,2,27,1,2,3,1,0,0,3563.6042045787,129767.85498864,129429.671887853,13224.0657895795,27010.5713931465,77592.5726971358,4102.77010513727,6706.61254493381,19103.1119872634,11998.9089759773,127.264253371269,13922.2566581301
246179.689735459,2,3,1,52,0,0,1,0,0,-1,26687.5502887275,65619.6946638967,88926.2155660373,537.620846167963,6719.14306807075,22766.7095271031,1437.04075266255,6357.89925819218,2356.22398338438,8999.82429415367,4392.5215774587,10959.5860545644
208205.432587741,1,1,2,39,1,0,0,1,-1,0,125518.134696034,71162.4862641516,112332.31315877,155513.907308824,56027.6862929933,127349.197398209,11284.445206872,17579.5331193923,5980.73368707432,5148.51094717637,17043.8737972379,14332.7985675112
107888.579746229,2,1,1,27,2,2,1,3,2,2,55603.1372496392,28923.9329458079,33141.7871641128,87210.2908848014,31368.0850476946,91846.2788520603,705.777663291259,5620.5478049991,14190.3602460259,13860.6869959414,10424.0482307734,15509.7602624343
95276.3898576861,1,2,2,31,2,-1,0,1,-1,-1,146470.094764367,106354.343647679,68237.996472888,54427.3224371028,62097.6512660398,48118.0703115556,2500.43644866299,6925.59013142247,5796.0249336404,8414.35543318012,12207.0939691632,26468.9418424791
157961.339845544,2,2,1,40,0,-1,0,0,0,-1,54038.4795563912,130489.825790727,19830.2167092817,112437.665425603,84679.868996471,23332.8208114239,17724.6614491498,35838.3331481668,7191.11359691893,1993.71070235369,9321.64768256191,4750.71551496773
180200.024971266,1,1,2,35,0,-1,-1,-1,-1,0,60896.5863866763,16120.9307524817,28422.344615402,13713.9460344478,31148.2219289649,27667.2519366211,9344.76553502428,36372.6617065738,23093.405785865,2680.20555543742,404.864924619446,4483.89206037059
468944.012796578,1,1,1,44,-1,-1,-1,-1,0,-1,701.877626066262,45285.6765735801,47492.1739414562,3994.4153775993,67125.4537407879,31563.1711368816,17509.5828219542,2102.73922584844,8478.57597577272,7668.51917619913,712.204263478422,28972.4228052602
183863.511055733,2,3,1,43,0,1,0,2,2,-1,38544.3599717003,16100.7512975639,47689.1851403783,6471.77899218707,49107.8651366936,13006.5731078297,2596.6823139544,3513.66150647732,15059.5232079068,9285.77367930291,2308.28061128041,2925.7795215997
45348.1196611382,1,1,2,22,1,3,0,0,0,0,2719.90260336693,103048.337462341,58416.25676157,23334.20421092,63497.8352848632,11919.3077408538,19162.8354218232,2397.50913280326,18615.6129816049,6475.90109984111,10027.6906451668,3710.38724591866
91275.0743845794,2,2,1,23,1,0,1,1,-1,-1,23368.2498341045,75034.7923673751,12330.1286919926,43180.454325887,28794.8751537273,31252.4950105612,3854.7716233766,15618.4429166872,7028.97136169904,27591.3486943849,21317.9186302088,8994.05301738034
245217.381871611,2,1,2,30,-1,-1,0,1,0,1,8146.78733876041,71869.1129691718,56314.0928689436,41247.86063937,84321.368643587,68002.0776904706,20612.5241428158,1285.30339844379,18003.475571449,19123.7830027596,12731.8146559773,1626.95452944514
431048.225771103,1,2,1,45,-1,-1,-1,-1,-1,-1,71488.1489673006,11612.6484291655,250.018012739856,6857.48701083633,4440.30755650518,6964.49765358266,1021.94197073374,9317.36115276048,332.839760670926,18512.4494279976,32710.9162905336,21855.1022566146
251606.757291702,2,1,2,57,2,-1,-1,-1,2,0,9340.08025038055,9358.7094443271,67410.7048855714,9725.43943190677,43633.8404473273,5673.80209208397,3490.90695887319,2317.38946334407,9935.55794935387,730.845317696903,6117.40800774583,12415.3585612781
124019.034519996,1,2,2,29,1,3,1,0,-1,0,65914.2060056091,69907.9197761362,80782.6651028299,28313.2886276456,3036.36380678341,13578.3366748145,13428.9977695986,15857.1041271847,26402.2791307536,11571.5443427267,12763.871458886,25657.681301035
240885.265501011,2,1,2,33,0,-1,-1,1,-1,0,27997.2066353344,74792.4377413352,132713.756058229,139911.214020091,107596.036795661,49110.7271702296,851.038766001258,10184.3147019587,16812.4086098218,15560.0020531748,1218.13814205843,8007.03419383313
90214.5742998304,2,3,1,53,1,2,0,0,-1,1,63881.7853538798,14399.8289624777,70786.5613044512,55994.2134374438,73520.7991503635,58274.1897706581,2965.28332738413,4888.61635703669,127.290595264407,7872.83046665172,7846.48032523607,4655.63448331283
471486.309349702,1,1,2,35,0,3,0,1,0,5,7262.30067628123,22428.6757154674,12720.8610180313,53624.3078515351,986.996104121552,47165.8824929258,5066.95014124214,1322.25956135366,2089.73859225563,9276.11162459138,1832.97060669665,794.120778689627
273887.140605494,1,1,1,44,-1,0,-1,-1,-1,0,53105.8649284821,28762.9278197006,16278.5162075886,35696.0600022528,42069.7636744618,22064.6285812566,16746.7900494973,10457.9057005827,1800.75075025531,9259.90720721584,4141.74186631065,1381.62919279772
361274.552098205,2,1,1,68,-1,-1,-1,-1,-1,-1,69370.9676769181,3241.32094724673,178.679671260778,82411.2884216611,37325.6350949713,7963.32817252657,7170.53778331242,3497.00449181604,12986.1988355277,2652.43181678997,10062.0202094331,12179.4290920513
51886.3159180042,1,2,2,34,1,-1,0,2,1,-1,18548.2607732202,97119.1233111659,22989.2099333995,101862.079966562,8147.56313451913,53746.1645027889,2810.81670560589,13634.4102205081,2879.69362848776,2526.64186551859,560.351623457571,7879.64199538143
69764.8813733522,1,3,1,38,-1,1,-1,1,0,-1,42577.0606710236,25081.7279134728,23539.3204335886,54193.7257066756,72444.3862344064,116857.264999201,2966.53996857533,8344.26283053477,5476.68256610313,416.839028711045,8354.55319221446,25866.6448836565
292588.041108328,2,1,2,43,2,0,0,-1,-1,-1,97792.2514809326,6840.84059640314,6081.22854821014,40468.698789155,47419.4807229429,10280.0729195231,851.921811373217,7331.91102901356,6288.50879884942,8438.57773051193,13239.9712945706,43830.5997922974
179557.818225153,1,2,1,29,-1,1,2,0,-1,-1,129748.083337967,21665.547064162,85629.3815454891,50102.0228459518,54054.8876601478,34410.7804599385,1559.10938962497,8018.84417142755,6688.86521045147,836.617298566088,12427.5500259949,16974.7258488485
86095.4395679978,1,2,2,26,2,3,2,2,-1,3,21234.524398668,64994.1236561868,23783.350223197,44135.7606068179,26761.0832251489,2885.09288528047,4355.51647850588,6364.77646758238,1912.30809780686,2908.51518787706,378.089646186659,5186.4428831702
141675.293946492,1,1,1,35,-1,-1,-1,-1,-1,-1,60517.1297128464,25937.5947381925,12470.2484103972,28332.7369043127,256.666601363048,62606.4630407025,9626.39257192349,6578.60876150179,2323.66500029455,10531.3881210273,14022.7848038524,6818.30965128631
167641.587126759,2,1,2,21,0,0,0,-1,-1,-1,62768.5321290842,98657.7935721469,11728.3406278406,6773.09143049686,40669.6411687233,40402.1293447483,2502.47323035332,8742.01070589524,9261.61331364336,3085.17688855875,2214.62118906929,7079.99357286167
173401.70211639,2,1,2,35,1,2,1,-1,-1,2,126423.666269409,8786.31224980668,70708.1110415613,52182.8455383838,1453.24136657225,23203.5170633391,3103.18623889333,3245.84190556934,10584.325488211,9498.35591766619,6121.27863546598,7339.04244517132
1081.20365934855,2,3,2,23,0,-1,1,0,1,0,57566.1219813221,34785.2565350003,3625.43249169444,57049.2096829211,35075.4641618258,42322.5593730893,9157.96104953054,20759.654002239,6935.71256098457,8744.74592457329,12249.6210799085,11492.3525959613
27501.8034753465,2,3,1,43,1,3,2,2,1,3,24289.0865560043,74917.2666537592,10277.5301979917,73164.5647276138,94017.1203991618,66169.2990212255,8213.63796687677,5120.58259857432,3236.00106842192,391.02293843856,9030.34029005846,5535.26907152106
342812.869187656,1,1,1,46,1,0,0,0,1,-1,132891.433785958,121247.882029889,65839.2331264618,30110.5103531433,118355.11963825,4377.82874478614,12271.5248564948,1711.37069797967,24479.4393890838,4798.08264546365,25536.2042663535,17946.2967948396
170668.734429713,2,2,2,39,0,0,-1,1,0,0,51960.5360989466,29760.336128381,63134.7193351395,19492.8740875578,114222.085152891,41731.7538750067,11067.943116306,2721.9894979005,6236.60095114729,5046.18854955018,1228.08428562275,2385.48005000576
282784.270741797,2,1,1,36,1,2,0,0,0,0,13028.7660846794,29480.437095243,4765.71282673707,17746.261235873,28752.6571198102,51038.5834195361,15110.8785859848,7477.91238587289,904.74888197041,2376.28783602396,15769.1345840841,1063.91127200608
349654.448254195,1,2,1,30,0,-1,-1,-1,0,0,297033.377682825,269177.254940377,305658.088965372,215666.641420518,185163.625239736,200332.275337406,18005.4779283771,27373.3036560538,23343.7178508725,5843.78607821629,13762.2776577131,14550.8234723448
316938.633472671,1,1,1,30,1,0,2,-1,1,1,189246.580231869,188540.861598764,173987.256618726,93638.9904210302,57543.9834677186,25447.0108299748,6305.36316778627,8786.64918269267,4246.73864891566,7865.5128198632,1224.45514734339,20329.4953758012
597270.601069888,2,1,2,36,0,0,-1,0,-1,0,9514.35456623047,62413.1129391188,19066.2944789974,61660.0131125163,45815.0723649277,45631.8295374914,40.6235104870489,13246.8502283912,10418.2754693916,21165.9591874901,2103.79377200392,5459.48447225607
300821.962004202,2,3,2,41,-1,0,0,-1,-1,0,35741.5909686807,941.30221839992,96072.0510209916,1297.60100390438,16203.2175351152,13492.2013899936,4306.82890161532,19890.909187729,904.210173958595,14716.0260514759,7670.90378515615,1700.84594772132
71122.303935591,2,3,1,32,1,0,-1,1,0,1,160094.82019816,194458.543646767,127007.393693169,145081.95764498,163513.340828647,155011.097898917,3390.77750579222,11498.6465158334,7808.92946975365,6471.72806385371,1049.48303823493,2597.01811329447
115441.409978731,2,2,2,23,0,-1,-1,-1,-1,-1,51297.7468762668,54509.5751236709,22234.2911516135,44478.6812020997,2285.04245380486,8553.20596886104,4423.89648874814,9692.69880875897,15377.6969912469,12964.3311377876,13308.2757271336,9456.15622501725
54773.9587865628,1,3,1,21,1,1,-1,-1,0,0,43054.0562161617,34384.9876731989,54372.9248503468,47981.7035637457,74160.5005896002,143656.727765524,7454.76875849251,5025.88642792923,4500.42441310326,1000.66197629876,2844.21982522381,13294.4060987453
90823.0144294491,2,3,2,22,-1,0,0,0,1,1,18379.4880230462,79463.747877149,61815.4391152216,25117.6660026366,36569.6122904077,88750.249952284,660.185850548403,5169.09501048069,7073.63529615245,5323.87945761477,1989.58730127482,7329.18704573684
424000.546123616,2,2,2,30,0,-1,-1,-1,0,-1,79950.4630983513,33511.2117584393,9799.19491901016,17773.1073528793,5594.23673974676,29395.464538686,6679.9648004807,26199.256998872,11415.0781048069,10559.1088486403,15663.5837209021,20977.5469661915
94177.8511684816,2,2,1,47,-1,-1,0,0,-1,-1,17483.6630304604,5279.88531258243,11283.0803314229,31188.0285284051,35199.6925579282,20607.279493599,241.874602666228,6225.89552977214,774.43447093944,16926.751538175,5006.11938083881,4693.30684908992
159162.727679536,1,1,2,21,1,0,0,1,2,0,107823.726174845,57849.5595962049,53976.7744501748,3369.05154538424,65132.606110148,46845.6903190158,15044.5110076827,15060.8512887736,12547.26161485,7521.06873551108,7385.06652277025,10583.666993998
20826.3719246363,1,2,2,32,3,5,6,4,3,1,94215.3610619501,83963.0787891668,109676.156571452,73072.1457621399,57792.2886896582,70100.267207923,2696.18755400192,4204.44002641165,5324.56305643729,831.308552950835,6692.42271873455,6013.89929079412
10130.3309916225,2,1,2,30,-1,-1,-1,-1,-1,-1,15232.4271266114,22654.7110423743,25036.5453289331,33076.5478806765,56012.7368955107,23493.15821304,1899.83821889731,31575.112454188,11736.7810140826,3414.2861228825,6188.90907151112,14773.5914603121
45615.2460726452,2,2,2,33,-1,1,-1,3,0,0,74277.5043383536,104906.775071857,88052.6431400099,44948.9492404764,27820.9067200298,49598.8299949186,7189.82213178405,20648.1823118688,856.833586178642,2183.60128464948,1808.89517464819,2474.22327500667
235259.404744783,1,1,3,35,0,0,1,0,-1,0,214662.231240211,171704.886603785,158880.372229458,144955.621865326,40769.0295575386,88536.1526921465,2487.70127850022,3235.93324057703,14146.8878201597,18886.6874861431,995.287821279004,9029.29441463784
40262.6609948038,2,3,1,45,2,-1,-1,1,-1,-1,31725.0342946501,100833.595256937,113754.827391376,66017.9505073223,14176.9686658743,42131.0258788086,4182.61500865146,13379.261806387,1541.1807223023,7017.74491520145,2662.77670055897,5085.02966526096
69890.1488734844,2,1,2,28,0,0,0,-1,-1,1,28380.4858398334,62894.1432115726,113650.130456593,41224.7515907503,41459.5711552803,41948.5972807623,4524.37507150075,12026.1457473447,11648.3276410254,83655.8663382143,6273.0722464335,9698.55841513242
106164.700774262,1,2,3,30,0,0,1,0,-1,-1,228605.796734324,209545.637027586,241433.496422111,20348.8924837687,47750.3240976593,3084.15287419372,23878.6362875961,18202.7422381414,12789.4988726776,14544.2314936149,5370.6256961617,1588.9085385632
38633.5499147267,2,1,1,36,0,-1,1,-1,1,1,30594.7243295635,44501.2714311931,12370.477858126,35143.4372560695,28464.1403204251,7873.78397936338,16140.0567052935,609.057492857532,12677.5999211716,18216.0234079189,3926.92164366476,9461.02616104742
211735.746864893,2,1,2,34,-1,2,-1,-1,0,-1,14844.6186548206,16149.2646486353,41695.213939876,5274.28816291865,19230.4097951957,54711.2148278828,10442.0906184021,18100.4220318512,3724.33282011546,3993.78876624514,9266.89367776573,2947.10734574739
103491.342716927,2,4,1,46,-1,1,-1,-1,-1,-1,179421.547303778,78843.9966489494,47361.3947212533,8547.89981678224,1936.08865202545,50353.8086541941,4445.85576983332,18925.0698385473,1548.09585522133,1438.27903576738,14094.4868729996,5321.81820935721
37958.8811965284,2,1,2,30,1,-1,1,-1,1,0,62709.0998540912,5985.19383703106,12617.678364428,377.142865305643,20037.3593421962,53223.112464396,13609.5090383823,7712.56667200632,6644.07640982267,13230.1087770596,6187.73250121393,98.4927670419847
263544.980923698,1,4,1,54,0,0,-1,1,0,1,175180.636624804,233779.194042348,211811.861438443,191463.594234946,152685.143153228,213156.069303356,13727.415835803,774.893247985934,6469.61639294367,15319.0623994597,13312.1799248994,21690.317401104
9993.44152013071,1,1,2,29,2,2,2,0,-1,-1,19720.8068478544,84495.3945028335,38214.2146823858,20143.4162686619,104157.566449398,99795.1679234911,6086.10174336363,3738.15556551978,346.015230522206,16959.6100258469,6988.8800837663,28185.9576189459
95294.840941453,2,2,2,22,1,-1,-1,0,2,0,94086.5497661256,127554.74751038,145460.443982972,52767.8407976416,152189.87860781,105099.315739074,4098.58520365854,3848.92496416184,8169.92761061572,997.863466301105,157.887621478138,8672.61014106507
239660.206603326,2,1,2,23,-1,-1,-1,-1,-1,-1,67844.07820234,2559.00873611139,30083.0081626696,10364.295167992,21060.8052650813,33228.2882943416,11014.4209618575,10704.7770460635,4724.86137713835,3580.15470074353,14555.8130501932,8352.58210032267
219797.495674565,2,1,1,30,-1,0,-1,0,0,-1,25252.5480784472,18479.5607640304,17350.4553389449,21107.8997807869,10354.4241552781,19687.2305983064,8968.18146271138,11324.3133609828,18844.2960589744,658.253670716202,4639.41381014725,10702.8165821502
118143.178351153,2,2,1,46,-1,-1,-1,-1,-1,-1,51571.5444269337,6861.64015881535,51213.5088619575,14435.646098905,22664.6595907142,24039.7162918299,3266.55175273175,16320.6347770569,397.99797263515,1638.46663720415,1860.89427421949,3614.13695745066
8543.66003029354,1,3,1,39,3,3,-1,1,3,-1,3791.16588585534,58048.1763858841,16872.7226043094,59867.0872202644,27721.1736767405,13463.2525230615,9689.72398359296,12856.3320055174,10553.4088235331,1930.17261022615,7841.53977344088,5044.03971738268
399699.999472078,2,1,1,28,1,-1,-1,-1,-1,-1,126666.420325705,63157.6187991054,22106.6556336259,78986.3998568965,9889.29486176661,19014.6243038776,73775.3770502917,11845.5546814386,28837.7587081609,39715.1791918616,24898.4162827872,86650.0602062453
34575.1328771251,1,2,1,36,1,0,0,0,2,-1,6294.9955438694,5178.90026033465,69612.4284135033,60842.0573628302,2202.58335100363,8422.3688177344,4933.85491874127,11935.5085091086,1787.99118978549,3171.75960173043,592.291972281907,19677.5452044137
195191.293244994,1,1,1,45,-1,0,-1,-1,1,-1,100660.276878345,98990.4229154078,37218.2759270477,27334.6417928251,13543.3200699851,13769.940281412,6614.10338694439,2660.04534254186,36675.7922265491,18493.6002982457,25646.3850866383,10362.3013952055
186533.483675218,1,1,2,43,2,-1,-1,-1,-1,-1,17936.6612365035,64867.9560091726,61843.6596659213,27611.470439491,15792.2471818648,4373.91396103993,7248.87023908269,11965.2132924114,9440.64365204574,12139.2304102711,6944.59700672758,21524.9424584437
210816.94288433,2,2,1,30,1,-1,-1,1,0,-1,28747.3729441036,48933.5748677666,50831.5455882301,25503.0882593224,13273.5303374206,30424.6580605762,22416.9564979532,3557.86187584967,9674.12361430087,15710.7509068096,5385.56183690592,1554.9239273629
72412.768349447,1,1,2,41,1,-1,-1,-1,-1,-1,65389.448680304,124971.308783359,36657.5302975866,34682.3536418522,10488.138754491,49754.7988375238,15130.0057578515,6835.66998954731,5235.1015934297,1536.17779639726,1614.39473025958,4473.55881288429
53322.8283029761,2,2,2,32,1,-1,-1,0,0,1,78861.9417907685,64161.674004609,28155.561652427,63603.0195911627,28066.2573783748,21828.7113841447,7563.65913217052,9091.92059241185,23375.9630248521,10981.1807602754,5031.01917274549,19625.5234072182
183425.383195848,2,1,1,28,0,-1,2,2,0,0,206457.045931896,122991.871450454,107507.608882788,170461.141769804,102486.722745101,161513.963945154,26273.4411156905,2526.31615150889,11821.8371323175,7578.33051671342,10097.7285919722,18303.1976134464
125101.174256957,2,1,2,29,-1,1,-1,4,4,2,83629.2558351969,153703.591686752,110009.281388776,167614.603067193,119941.749882762,135733.315328729,10960.0409081605,12217.858502901,13081.4258669082,7436.17152124869,4978.8128669622,220.227464664556
